"LABID","Duplicates","Flags","FIELDID","Animal_ID","Stage_Class","Cruise","Platform","Shipper","Shipper_Organization","Shipped_Date","Received_Date","Collection_Method","Contact_ID","CONTACT_NAME","Organization_ID","Organization","Collector","Collector_Organization","Acknowledgement","Label","LAB","SpCode","SpType","Species_Type","SpName","Genus","Species","CommonName","USE","Restrict_Description","YR","MO","DA","Location","City","Island","County","State","Country","Latitude","Latitude_Precision","Latitude_Precision_Unit","Longitude","Longitude_Precision","Longitude_Precision_Unit","OBasin","Ocean_Basin","SEX","Gender_Determination","ACCESSIONDATE","GENBANK.","GENBANK1","GENBANK2","GENBANK3","COMMENTS","Record_Creation_Date","Edit_User","Edit_Date"
29978,,,"CRMM-9507048",199215,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",1995,7,20,"Loch Guidel (STATE 56)",,,,,"FRANCE",,,,,,,2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29979,,,"CRMM-9508051",199216,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",1995,8,3,"Lege Cap Ferret (STATE 33)",,,,,"FRANCE",,,,,,,2,"North Atlantic","F","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29980,,,"CRMM-9705102",199217,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",1997,5,22,"Mesquer Cabonnais (STATE 44)",,,,,"FRANCE",,,,,,,2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29981,,,"CRMM-9912075",199218,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",1999,6,21,"Bricqueville sur Mer (STATE 50)",,,,,"FRANCE",48.916666,1,"Minute",-1.516666,1,"Minute",2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29982,,,"CRMM-9912077",199219,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",1999,10,26,"Dragey  (STATE 50)",,,,,"FRANCE",48.716666,1,"Minute",-1.5,1,"Minute",2,"North Atlantic","F","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29983,,,"CRMM-10007109",199220,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2000,7,4,"Dolus D'Oleron, La Perroche (STATE 17)",,,,,"FRANCE",,,,,,,2,"North Atlantic","F","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29984,,,"CRMM-10008115",199221,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2000,8,17,"Bretignolles sur Mer (STATE 85)",,,,,"FRANCE",46.633333,1,"Minute",-1.866666,1,"Minute",2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29985,,,"CRMM-10011132",199222,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2000,11,20,"Grand Village, La Giraudiere (STATE 17)",,,,,"FRANCE",47.216666,1,"Minute",2.166666,1,"Minute",2,"North Atlantic","U",,11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29986,,,"CRMM-10012155",199223,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2000,12,31,"Lege Cap Ferret (STATE 33)",,,,,"FRANCE",,,,,,,2,"North Atlantic","F","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29987,,,"CRMM-10101003",199224,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2001,1,8,"Lege Cap Ferret (STATE 33)",,,,,"FRANCE",,,,,,,2,"North Atlantic","F","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29988,,,"CRMM-10102022",199225,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2001,2,8,"Ajaccio le Scudo, Corse (STATE 20)",,,,,"FRANCE",,,,,,,2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29989,,,"CRMM-10103024",199226,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2001,3,3,"La Teste de Buch, Le Pyla (STATE 33)",,,,,"FRANCE",44.633333,1,"Minute",-1.15,1,"Minute",2,"North Atlantic","F","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29990,,,"CRMM-10105080",199227,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2001,2,26,"St Malo, Guimorais (STATE 35)",,,,,"FRANCE",,,,,,,2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29991,,,"CRMM-10107086",199228,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2001,5,2,"Plerin Rosaires (STATE 22)",,,,,"FRANCE",,,,,,,2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29992,,,"CRMM-10107093",199229,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2001,7,15,"St Denis D'Oleron, Huttes (STATE 17)",,,,,"FRANCE",,,,,,,2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29993,,,"CRMM-10107096",199230,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2001,7,31,"Carcans (STATE 33)",,,,,"FRANCE",45.083333,1,"Minute",-1.05,1,"Minute",2,"North Atlantic","F","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29994,,,"CRMM-10112111",199231,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2001,8,24,"Carnac, Plouharnel (STATE 56)",,,,,"FRANCE",47.6,1,"Minute",-3.116666,1,"Minute",2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29995,,,"CRMM-10112118",199232,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2001,9,12,"Agon Coutainville  (STATE 50)",,,,,"FRANCE",49.05,1,"Minute",1.583333,1,"Minute",2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29996,,,"CRMM-10204205",199233,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2002,4,6,"Ambes Bechade (STATE 33)",,,,,"FRANCE",,,,,,,2,"North Atlantic","F","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29997,,,"CRMM-10205206",199234,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2002,5,3,"Lege Cap Ferret (STATE 33)",,,,,"FRANCE",,,,,,,2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29998,,,"GT 7315-G. Tardy",199235,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",1973,2,13,"n/a (STATE n/a)",,,,,"FRANCE",,,,,,,2,"North Atlantic","F","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
29999,,,"Tt2-G. Tardy",199236,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",,,,,,,,,"FRANCE",,,,,,,2,"North Atlantic","U",,11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:11,"dan.prosperi",6/7/2022 15:28:45
30000,,,"GT7324-G. Tardy",199237,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",1973,9,,"n/a (STATE n/a)",,,,,"FRANCE",,,,,,,2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:13,"dan.prosperi",6/7/2022 15:28:45
30001,,,"MHNP-1971-157",199238,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",1971,,,"Bretagne (STATE 56)",,,,,"FRANCE",,,,,,,2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:13,"dan.prosperi",6/7/2022 15:28:45
30002,,,"MONTPELLIER-T1",199239,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",1997,11,5,"Port St Louis, (STATE n/a)",,,,,"FRANCE",,,,,,,2,"North Atlantic","U",,11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:13,"dan.prosperi",6/7/2022 15:28:45
30003,,,"MONTPELLIER-T2",199240,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",1999,1,29,"Agde, (STATE n/a)",,,,,"FRANCE",43.316666,1,"Minute",3.466666,1,"Minute",2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:13,"dan.prosperi",6/7/2022 15:28:45
30004,,,"MONTPELLIER-T3",199241,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",1998,2,28,"Plage de L'espiguette, (STATE n/a)",,,,,"FRANCE",,,,,,,2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:13,"dan.prosperi",6/7/2022 15:28:45
30005,,,"MONTPELLIER-M1905",199242,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",1987,2,3,"Valras (STATE 34)",,,,,"FRANCE",43.25,1,"Minute",3.283333,1,"Minute",2,"North Atlantic","U",,11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:13,"dan.prosperi",6/7/2022 15:28:45
30006,,,"MONTPELLIER-M2259",199243,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",1990,3,8,"Ile de Porquerolles, Hyeres (STATE 83)",,,,,"FRANCE",43.116666,1,"Minute",6.116666,1,"Minute",2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:13,"dan.prosperi",6/7/2022 15:28:45
30007,,,"CC080102-CORSICA",199244,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2002,8,23,"n/a (STATE 2B)",,,,,"FRANCE",,,,,,,2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:13,"dan.prosperi",6/7/2022 15:28:45
30008,,,"CC080202-CORSICA",199245,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2002,8,26,"n/a (STATE 2A)",,,,,"FRANCE",,,,,,,2,"North Atlantic","M","Unknown",11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:13,"dan.prosperi",6/7/2022 15:28:45
30009,,,"Tt1-G. Tardy",199246,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",,,,"MARINELAND",,,,"FLORIDA","UNITED STATES OF AMERICA",,,,,,,2,"North Atlantic","U",,11/19/2002 0:00:00,,,,,"COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini..  Source was recorded as ""STRAND-FRANCE""",5/31/2012 16:06:13,"dan.prosperi",6/22/2022 13:55:26
30010,,,"H1-G. Tardy",199247,,,,,,,,"STRANDING",572,"Karine Viaud",360,"See ""Groupe d'Etude des Cetaces de Mediterranee (GECEM)""",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",,,,"HYBRID MARINELAND",,,,,"FRANCE",,,,,,,2,"North Atlantic","U",,11/19/2002 0:00:00,,,,,"POSSIBLE HYBRID; COLLECTED IN FRANCE BY K. VIAUD, SDSU.  contact Karine Viaud. 13 July 2021: Contact changed from Cathy Cesarini.",5/31/2012 16:06:13,"dan.prosperi",6/7/2022 15:28:45
30091,,,"MA12",199328,,,,,,,,"STRANDING",572,"Karine Viaud",350,"FONDAZIONE CETACEA ONLUS",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2001,3,21,"CENTRAL ADRIATIC SEA, PEDASO",,,,,"ITALY",43.1,1,"Minute",13.833333,1,"Minute",2,"North Atlantic","F","Unknown",12/9/2002 0:00:00,,,,,"K. VIAUD (SDSU) STUDY",5/31/2012 16:06:15,"dan.prosperi",6/7/2022 15:28:45
30092,,,"MA16",199329,,,,,,,,"STRANDING",572,"Karine Viaud",350,"FONDAZIONE CETACEA ONLUS",,,,,"KMR","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2001,11,3,"CENTRAL ADRIATIC SEA, PEDASO (ASCOLI PICENO)",,,,,"ITALY",42.85,1,"Minute",13.566666,1,"Minute",2,"North Atlantic","F","Unknown",12/9/2002 0:00:00,,,,,"K. VIAUD (SDSU) STUDY",5/31/2012 16:06:15,"dan.prosperi",6/7/2022 15:28:45
